|6.6.6
2018PPGrt_01_1.tab                                                                                  
           2
T(K)    
   673.00000000000000     
   3.0303030303030303     
         100
P(bar)  
   2000.0000000000000     
   30.303030303030305     
         100
           4
T(K)           P(bar)         Gt(W),vo%      St(W),vo%     
  860.879        3212.12        1.27567                 NaN
  863.909        3212.12        1.20244                 NaN
  866.939        3212.12        1.13403                 NaN
  869.970        3212.12        1.13767                 NaN
  873.000        3212.12        1.06268                 NaN
  876.030        3212.12        1.01929                 NaN
  879.061        3212.12       0.988836                 NaN
  882.091        3212.12       0.964976                 NaN
  885.121        3212.12       0.942422                 NaN
  888.152        3212.12       0.895652                 NaN
  891.182        3212.12       0.883887                 NaN
  894.212        3212.12       0.812680                 NaN
  897.242        3212.12       0.815298                 NaN
  900.273        3212.12       0.781218                 NaN
  903.303        3212.12       0.724293                 NaN
  906.333        3212.12       0.734418                 NaN
  909.364        3212.12       0.701986                 NaN
  912.394        3212.12       0.684549                 NaN
  915.424        3212.12       0.684384                 NaN
  918.455        3212.12       0.776171                 NaN
  921.485        3212.12       0.775866                 NaN
  924.515        3212.12       0.847118                 NaN
  927.545        3212.12       0.847047                 NaN
  930.576        3212.12       0.847056                 NaN
  933.606        3212.12       0.951549                 NaN
  936.636        3212.12       0.951559                 NaN
  939.667        3212.12        1.06391                 NaN
  942.697        3212.12        1.06392                 NaN
  945.727        3212.12        1.06394                 NaN
  948.758        3212.12        1.19174                 NaN
  951.788        3212.12        1.24007                 NaN
  954.818        3212.12        1.25103                 NaN
  957.848        3212.12        1.27424                 NaN
  960.879        3212.12        1.27425                 NaN
  963.909        3212.12        1.06630                 NaN
  966.939        3212.12        1.06631                 NaN
  969.970        3212.12       0.968631                 NaN
  973.000        3212.12       0.968655                 NaN
  673.000        3242.42                 NaN            NaN
  676.030        3242.42                 NaN            NaN
  679.061        3242.42                 NaN            NaN
  682.091        3242.42                 NaN            NaN
  685.121        3242.42                 NaN            NaN
  688.152        3242.42                 NaN            NaN
  691.182        3242.42                 NaN            NaN
  694.212        3242.42                 NaN            NaN
  697.242        3242.42                 NaN            NaN
  700.273        3242.42                 NaN            NaN
  703.303        3242.42                 NaN            NaN
  706.333        3242.42                 NaN            NaN
  709.364        3242.42                 NaN            NaN
  712.394        3242.42                 NaN            NaN
  715.424        3242.42                 NaN            NaN
  718.455        3242.42                 NaN            NaN
  721.485        3242.42                 NaN            NaN
  724.515        3242.42                 NaN            NaN
  727.545        3242.42                 NaN            NaN
  730.576        3242.42       0.374895E-001            NaN
  733.606        3242.42       0.573099E-001            NaN
  736.636        3242.42       0.911988E-001            NaN
  739.667        3242.42       0.129289                 NaN
  742.697        3242.42       0.179577                 NaN
  745.727        3242.42       0.247544                 NaN
  748.758        3242.42       0.247531                 NaN
  751.788        3242.42       0.249276                 NaN
  754.818        3242.42       0.335522                 NaN
  757.848        3242.42       0.335503                 NaN
  760.879        3242.42       0.335484                 NaN
  763.909        3242.42       0.455992                 NaN
  766.939        3242.42       0.455966                 NaN
  769.970        3242.42       0.574777                 NaN
  773.000        3242.42       0.574743                 NaN
  776.030        3242.42       0.574708                 NaN
  779.061        3242.42       0.680576                 NaN
  782.091        3242.42       0.680534                 NaN
  785.121        3242.42       0.883470                 NaN
  788.152        3242.42       0.883414                 NaN
  791.182        3242.42       0.965648       0.251805     
  794.212        3242.42        1.06379       0.469113     
  797.242        3242.42        1.11023       0.661418     
  800.273        3242.42        1.35551        1.02744     
  803.303        3242.42        1.54128        1.33878     
  806.333        3242.42        1.72363        1.68873     
  809.364        3242.42        1.76191        1.88868     
  812.394        3242.42        1.55057        5.66390     
  815.424        3242.42        1.31393        9.90975     
  818.455        3242.42       0.987137        14.2431     
  821.485        3242.42       0.731935        17.4783     
  824.515        3242.42       0.724172        17.5978     
  827.545        3242.42       0.688813        17.7419     
  830.576        3242.42       0.669476        17.8128     
  833.606        3242.42       0.615217        18.0203     
  836.636        3242.42       0.616299        18.0076     
  839.667        3242.42        1.14341        8.14988     
  842.697        3242.42        1.57093                 NaN
  845.727        3242.42        1.51781                 NaN
  848.758        3242.42        1.46312                 NaN
  851.788        3242.42        1.41879                 NaN
  854.818        3242.42        1.34308                 NaN
  857.848        3242.42        1.33620                 NaN
  860.879        3242.42        1.29626                 NaN
  863.909        3242.42        1.21745                 NaN
  866.939        3242.42        1.18932                 NaN
  869.970        3242.42        1.14688                 NaN
  873.000        3242.42        1.08609                 NaN
  876.030        3242.42        1.05497                 NaN
  879.061        3242.42        1.02537                 NaN
  882.091        3242.42       0.983382                 NaN
  885.121        3242.42       0.957338                 NaN
  888.152        3242.42       0.930765                 NaN
  891.182        3242.42       0.899110                 NaN
  894.212        3242.42       0.882614                 NaN
  897.242        3242.42       0.815181                 NaN
  900.273        3242.42       0.763711                 NaN
  903.303        3242.42       0.785690                 NaN
  906.333        3242.42       0.754236                 NaN
  909.364        3242.42       0.719278                 NaN
  912.394        3242.42       0.702116                 NaN
  915.424        3242.42       0.701952                 NaN
  918.455        3242.42       0.701757                 NaN
  921.485        3242.42       0.775976                 NaN
  924.515        3242.42       0.847298                 NaN
  927.545        3242.42       0.847071                 NaN
  930.576        3242.42       0.847080                 NaN
  933.606        3242.42       0.951577                 NaN
  936.636        3242.42       0.951587                 NaN
  939.667        3242.42        1.06394                 NaN
  942.697        3242.42        1.06395                 NaN
  945.727        3242.42        1.06397                 NaN
  948.758        3242.42        1.19177                 NaN
  951.788        3242.42        1.24014                 NaN
  954.818        3242.42        1.26962                 NaN
  957.848        3242.42        1.27222                 NaN
  960.879        3242.42        1.27223                 NaN
  963.909        3242.42        1.27225                 NaN
  966.939        3242.42        1.06634                 NaN
  969.970        3242.42       0.968655                 NaN
  973.000        3242.42       0.968678                 NaN
  673.000        3272.73                 NaN            NaN
  676.030        3272.73                 NaN            NaN
  679.061        3272.73                 NaN            NaN
  682.091        3272.73                 NaN            NaN
  685.121        3272.73                 NaN            NaN
  688.152        3272.73                 NaN            NaN
  691.182        3272.73                 NaN            NaN
  694.212        3272.73                 NaN            NaN
  697.242        3272.73                 NaN            NaN
  700.273        3272.73                 NaN            NaN
  703.303        3272.73                 NaN            NaN
  706.333        3272.73                 NaN            NaN
  709.364        3272.73                 NaN            NaN
  712.394        3272.73                 NaN            NaN
  715.424        3272.73                 NaN            NaN
  718.455        3272.73                 NaN            NaN
  721.485        3272.73                 NaN            NaN
  724.515        3272.73                 NaN            NaN
  727.545        3272.73                 NaN            NaN
  730.576        3272.73       0.226791E-001            NaN
  733.606        3272.73       0.573887E-001            NaN
  736.636        3272.73       0.102869                 NaN
  739.667        3272.73       0.131327                 NaN
  742.697        3272.73       0.176671                 NaN
  745.727        3272.73       0.221274                 NaN
  748.758        3272.73       0.247542                 NaN
  751.788        3272.73       0.249288                 NaN
  754.818        3272.73       0.335537                 NaN
  757.848        3272.73       0.335518                 NaN
  760.879        3272.73       0.335499                 NaN
  763.909        3272.73       0.456014                 NaN
  766.939        3272.73       0.455987                 NaN
  769.970        3272.73       0.574804                 NaN
  773.000        3272.73       0.574770                 NaN
  776.030        3272.73       0.574735                 NaN
  779.061        3272.73       0.680609                 NaN
  782.091        3272.73       0.680567                 NaN
  785.121        3272.73       0.883513                 NaN
  788.152        3272.73       0.883457                 NaN
  791.182        3272.73       0.968347       0.212899     
  794.212        3272.73        1.08759       0.436006     
  797.242        3272.73        1.18529       0.725711     
  800.273        3272.73        1.32449        1.00630     
  803.303        3272.73        1.49288        1.28625     
  806.333        3272.73        1.64415        1.56356     
  809.364        3272.73        1.76428        1.87894     
  812.394        3272.73        1.61107        4.92802     
  815.424        3272.73        1.30084        9.46273     
  818.455        3272.73        1.00003        13.7854     
  821.485        3272.73       0.751117        17.4640     
  824.515        3272.73       0.725150        17.5694     
  827.545        3272.73       0.699465        17.6804     
  830.576        3272.73       0.691158        17.7712     
  833.606        3272.73       0.674270        17.8589     
  836.636        3272.73       0.643480        17.9637     
  839.667        3272.73       0.925439        12.8466     
  842.697        3272.73        1.53308        1.27724     
  845.727        3272.73        1.55334                 NaN
  848.758        3272.73        1.49297                 NaN
  851.788        3272.73        1.43931                 NaN
  854.818        3272.73        1.41720                 NaN
  857.848        3272.73        1.34888                 NaN
  860.879        3272.73        1.31289                 NaN
  863.909        3272.73        1.29549                 NaN
  866.939        3272.73        1.25071                 NaN
  869.970        3272.73        1.18584                 NaN
  873.000        3272.73        1.10952                 NaN
  876.030        3272.73        1.06917                 NaN
  879.061        3272.73        1.03939                 NaN
  882.091        3272.73        1.01439                 NaN
  885.121        3272.73       0.977205                 NaN
  888.152        3272.73       0.944658                 NaN
  891.182        3272.73       0.902392                 NaN
  894.212        3272.73       0.892629                 NaN
  897.242        3272.73       0.820555                 NaN
  900.273        3272.73       0.841415                 NaN
  903.303        3272.73       0.794331                 NaN
  906.333        3272.73       0.738721                 NaN
  909.364        3272.73       0.731587                 NaN
  912.394        3272.73       0.702174                 NaN
  915.424        3272.73       0.702015                 NaN
  918.455        3272.73       0.701830                 NaN
  921.485        3272.73       0.776076                 NaN
  924.515        3272.73       0.847535                 NaN
  927.545        3272.73       0.847096                 NaN
  930.576        3272.73       0.847105                 NaN
  933.606        3272.73       0.951604                 NaN
  936.636        3272.73       0.951614                 NaN
  939.667        3272.73        1.06397                 NaN
  942.697        3272.73        1.06399                 NaN
  945.727        3272.73        1.06400                 NaN
  948.758        3272.73        1.19181                 NaN
  951.788        3272.73        1.24018                 NaN
  954.818        3272.73        1.24019                 NaN
  957.848        3272.73        1.34494                 NaN
  960.879        3272.73        1.27227                 NaN
  963.909        3272.73        1.27228                 NaN
  966.939        3272.73        1.06637                 NaN
  969.970        3272.73       0.968679                 NaN
  973.000        3272.73       0.968702                 NaN
  673.000        3303.03                 NaN            NaN
  676.030        3303.03                 NaN            NaN
  679.061        3303.03                 NaN            NaN
  682.091        3303.03                 NaN            NaN
  685.121        3303.03                 NaN            NaN
  688.152        3303.03                 NaN            NaN
  691.182        3303.03                 NaN            NaN
  694.212        3303.03                 NaN            NaN
  697.242        3303.03                 NaN            NaN
  700.273        3303.03                 NaN            NaN
  703.303        3303.03                 NaN            NaN
  706.333        3303.03                 NaN            NaN
  709.364        3303.03                 NaN            NaN
  712.394        3303.03                 NaN            NaN
  715.424        3303.03                 NaN            NaN
  718.455        3303.03                 NaN            NaN
  721.485        3303.03                 NaN            NaN
  724.515        3303.03                 NaN            NaN
  727.545        3303.03       0.670081E-002            NaN
  730.576        3303.03       0.460015E-001            NaN
  733.606        3303.03       0.659730E-001            NaN
  736.636        3303.03       0.998465E-001            NaN
  739.667        3303.03       0.147917                 NaN
  742.697        3303.03       0.188451                 NaN
  745.727        3303.03       0.217976                 NaN
  748.758        3303.03       0.256330                 NaN
  751.788        3303.03       0.281571                 NaN
  754.818        3303.03       0.372681                 NaN
  757.848        3303.03       0.372660                 NaN
  760.879        3303.03       0.372639                 NaN
  763.909        3303.03       0.460749                 NaN
  766.939        3303.03       0.460722                 NaN
  769.970        3303.03       0.594382                 NaN
  773.000        3303.03       0.594347                 NaN
  776.030        3303.03       0.594311                 NaN
  779.061        3303.03       0.691256                 NaN
  782.091        3303.03       0.691213                 NaN
  785.121        3303.03       0.896057                 NaN
  788.152        3303.03       0.896001                 NaN
  791.182        3303.03       0.988382       0.222383     
  794.212        3303.03        1.07451       0.404887     
  797.242        3303.03        1.18654       0.705896     
  800.273        3303.03        1.29758       0.999470     
  803.303        3303.03        1.46565        1.24948     
  806.333        3303.03        1.60299        1.49737     
  809.364        3303.03        1.77621        1.83787     
  812.394        3303.03        1.65644        4.68283     
  815.424        3303.03        1.35695        9.11204     
  818.455        3303.03        1.09376        13.2182     
  821.485        3303.03       0.830386        16.8473     
  824.515        3303.03       0.761894        17.5437     
  827.545        3303.03       0.735139        17.6547     
  830.576        3303.03       0.709381        17.7659     
  833.606        3303.03       0.688147        17.8325     
  836.636        3303.03       0.658584        17.9517     
  839.667        3303.03       0.643508        18.0134     
  842.697        3303.03        1.29589        5.97737     
  845.727        3303.03        1.59019                 NaN
  848.758        3303.03        1.52711                 NaN
  851.788        3303.03        1.47314                 NaN
  854.818        3303.03        1.43876                 NaN
  857.848        3303.03        1.38319                 NaN
  860.879        3303.03        1.35231                 NaN
  863.909        3303.03        1.31133                 NaN
  866.939        3303.03        1.27743                 NaN
  869.970        3303.03        1.18968                 NaN
  873.000        3303.03        1.16177                 NaN
  876.030        3303.03        1.10797                 NaN
  879.061        3303.03        1.07339                 NaN
  882.091        3303.03        1.03514                 NaN
  885.121        3303.03        1.02120                 NaN
  888.152        3303.03       0.947656                 NaN
  891.182        3303.03       0.945968                 NaN
  894.212        3303.03       0.884018                 NaN
  897.242        3303.03       0.910464                 NaN
  900.273        3303.03       0.864574                 NaN
  903.303        3303.03       0.817641                 NaN
  906.333        3303.03       0.789251                 NaN
  909.364        3303.03       0.752137                 NaN
  912.394        3303.03       0.717354                 NaN
  915.424        3303.03       0.703099                 NaN
  918.455        3303.03       0.701900                 NaN
  921.485        3303.03       0.777782                 NaN
  924.515        3303.03       0.847817                 NaN
  927.545        3303.03       0.847267                 NaN
  930.576        3303.03       0.847247                 NaN
  933.606        3303.03       0.953196                 NaN
  936.636        3303.03       0.953206                 NaN
  939.667        3303.03        1.06631                 NaN
  942.697        3303.03        1.06632                 NaN
  945.727        3303.03        1.06633                 NaN
  948.758        3303.03        1.19407                 NaN
  951.788        3303.03        1.19408                 NaN
  954.818        3303.03        1.34497                 NaN
  957.848        3303.03        1.34498                 NaN
  960.879        3303.03        1.39737                 NaN
  963.909        3303.03        1.27232                 NaN
  966.939        3303.03        1.30189                 NaN
  969.970        3303.03        1.18206                 NaN
  973.000        3303.03        1.18209                 NaN
  673.000        3333.33                 NaN            NaN
  676.030        3333.33                 NaN            NaN
  679.061        3333.33                 NaN            NaN
  682.091        3333.33                 NaN            NaN
  685.121        3333.33                 NaN            NaN
  688.152        3333.33                 NaN            NaN
  691.182        3333.33                 NaN            NaN
  694.212        3333.33                 NaN            NaN
  697.242        3333.33                 NaN            NaN
  700.273        3333.33                 NaN            NaN
  703.303        3333.33                 NaN            NaN
  706.333        3333.33                 NaN            NaN
  709.364        3333.33                 NaN            NaN
  712.394        3333.33                 NaN            NaN
  715.424        3333.33                 NaN            NaN
  718.455        3333.33                 NaN            NaN
  721.485        3333.33                 NaN            NaN
  724.515        3333.33                 NaN            NaN
  727.545        3333.33       0.294702E-001            NaN
  730.576        3333.33       0.488843E-001            NaN
  733.606        3333.33       0.783487E-001            NaN
  736.636        3333.33       0.114704                 NaN
  739.667        3333.33       0.158872                 NaN
  742.697        3333.33       0.192077                 NaN
  745.727        3333.33       0.219588                 NaN
  748.758        3333.33       0.266197                 NaN
  751.788        3333.33       0.325015                 NaN
  754.818        3333.33       0.324997                 NaN
  757.848        3333.33       0.372677                 NaN
  760.879        3333.33       0.372656                 NaN
  763.909        3333.33       0.460771                 NaN
  766.939        3333.33       0.460744                 NaN
  769.970        3333.33       0.594410                 NaN
  773.000        3333.33       0.594375                 NaN
  776.030        3333.33       0.594339                 NaN
  779.061        3333.33       0.691289                 NaN
  782.091        3333.33       0.691246                 NaN
  785.121        3333.33       0.896100                 NaN
  788.152        3333.33       0.896044                 NaN
  791.182        3333.33        1.00688       0.200684     
  794.212        3333.33        1.12736       0.450058     
  797.242        3333.33        1.30293       0.741565     
  800.273        3333.33        1.37991       0.957925     
  803.303        3333.33        1.52617        1.23560     
  806.333        3333.33        1.68042        1.51126     
  809.364        3333.33        1.81586        1.82845     
  812.394        3333.33        1.75323        4.09061     
  815.424        3333.33        1.43234        8.21963     
  818.455        3333.33        1.12404        12.5174     
  821.485        3333.33       0.858054        16.5526     
  824.515        3333.33       0.758862        17.5256     
  827.545        3333.33       0.754993        17.6071     
  830.576        3333.33       0.731633        17.7066     
  833.606        3333.33       0.708772        17.8288     
  836.636        3333.33       0.683810        17.8985     
  839.667        3333.33       0.659894        17.9944     
  842.697        3333.33        1.07623        10.3902     
  845.727        3333.33        1.62162                 NaN
  848.758        3333.33        1.57295                 NaN
  851.788        3333.33        1.51264                 NaN
  854.818        3333.33        1.46926                 NaN
  857.848        3333.33        1.42113                 NaN
  860.879        3333.33        1.40930                 NaN
  863.909        3333.33        1.36179                 NaN
  866.939        3333.33        1.31550                 NaN
  869.970        3333.33        1.23860                 NaN
  873.000        3333.33        1.16628                 NaN
  876.030        3333.33        1.13042                 NaN
  879.061        3333.33        1.11129                 NaN
  882.091        3333.33        1.07631                 NaN
  885.121        3333.33        1.04079                 NaN
  888.152        3333.33        1.00869                 NaN
  891.182        3333.33       0.952928                 NaN
  894.212        3333.33       0.927140                 NaN
  897.242        3333.33       0.914228                 NaN
  900.273        3333.33       0.886505                 NaN
  903.303        3333.33       0.844114                 NaN
  906.333        3333.33       0.796451                 NaN
  909.364        3333.33       0.765872                 NaN
  912.394        3333.33       0.720921                 NaN
  915.424        3333.33       0.704589                 NaN
  918.455        3333.33       0.704418                 NaN
  921.485        3333.33       0.777870                 NaN
  924.515        3333.33       0.847955                 NaN
  927.545        3333.33       0.847375                 NaN
  930.576        3333.33       0.847271                 NaN
  933.606        3333.33       0.953223                 NaN
  936.636        3333.33       0.953233                 NaN
  939.667        3333.33        1.06634                 NaN
  942.697        3333.33        1.06635                 NaN
  945.727        3333.33        1.06636                 NaN
  948.758        3333.33        1.19410                 NaN
  951.788        3333.33        1.19412                 NaN
  954.818        3333.33        1.34500                 NaN
  957.848        3333.33        1.34502                 NaN
  960.879        3333.33        1.39741                 NaN
  963.909        3333.33        1.39827                 NaN
  966.939        3333.33        1.33773                 NaN
  969.970        3333.33        1.33775                 NaN
  973.000        3333.33        1.33777                 NaN
  673.000        3363.64                 NaN            NaN
  676.030        3363.64                 NaN            NaN
  679.061        3363.64                 NaN            NaN
  682.091        3363.64                 NaN            NaN
  685.121        3363.64                 NaN            NaN
  688.152        3363.64                 NaN            NaN
  691.182        3363.64                 NaN            NaN
  694.212        3363.64                 NaN            NaN
  697.242        3363.64                 NaN            NaN
  700.273        3363.64                 NaN            NaN
  703.303        3363.64                 NaN            NaN
  706.333        3363.64                 NaN            NaN
  709.364        3363.64                 NaN            NaN
  712.394        3363.64                 NaN            NaN
  715.424        3363.64                 NaN            NaN
  718.455        3363.64                 NaN            NaN
  721.485        3363.64                 NaN            NaN
  724.515        3363.64                 NaN            NaN
  727.545        3363.64       0.376955E-001            NaN
  730.576        3363.64       0.672578E-001            NaN
  733.606        3363.64       0.807009E-001            NaN
  736.636        3363.64       0.993014E-001            NaN
  739.667        3363.64       0.153905                 NaN
  742.697        3363.64       0.203060                 NaN
  745.727        3363.64       0.234210                 NaN
  748.758        3363.64       0.277607                 NaN
  751.788        3363.64       0.312097                 NaN
  754.818        3363.64       0.325012                 NaN
  757.848        3363.64       0.394057                 NaN
  760.879        3363.64       0.394034                 NaN
  763.909        3363.64       0.483534                 NaN
  766.939        3363.64       0.483506                 NaN
  769.970        3363.64       0.598944                 NaN
  773.000        3363.64       0.598909                 NaN
  776.030        3363.64       0.598873                 NaN
  779.061        3363.64       0.710895                 NaN
  782.091        3363.64       0.710851                 NaN
  785.121        3363.64       0.912218                 NaN
  788.152        3363.64       0.912161                 NaN
  791.182        3363.64        1.01060       0.147178     
  794.212        3363.64        1.10140       0.413631     
  797.242        3363.64        1.26436       0.673558     
  800.273        3363.64        1.40903       0.944003     
  803.303        3363.64        1.54004        1.19377     
  806.333        3363.64        1.69345        1.45488     
  809.364        3363.64        1.84732        1.71675     
  812.394        3363.64        1.79790        3.67348     
  815.424        3363.64        1.48225        7.68653     
  818.455        3363.64        1.22014        12.1378     
  821.485        3363.64       0.880189        16.3738     
  824.515        3363.64       0.797852        17.4740     
  827.545        3363.64       0.772439        17.5774     
  830.576        3363.64       0.752451        17.6983     
  833.606        3363.64       0.729055        17.7932     
  836.636        3363.64       0.705576        17.8882     
  839.667        3363.64       0.682094        17.9833     
  842.697        3363.64       0.670553        18.0152     
  845.727        3363.64        1.46190        3.37779     
  848.758        3363.64        1.60867                 NaN
  851.788        3363.64        1.64063                 NaN
  854.818        3363.64        1.51677                 NaN
  857.848        3363.64        1.45381                 NaN
  860.879        3363.64        1.41743                 NaN
  863.909        3363.64        1.40214                 NaN
  866.939        3363.64        1.31060                 NaN
  869.970        3363.64        1.27259                 NaN
  873.000        3363.64        1.20144                 NaN
  876.030        3363.64        1.15137                 NaN
  879.061        3363.64        1.13418                 NaN
  882.091        3363.64        1.09823                 NaN
  885.121        3363.64        1.06470                 NaN
  888.152        3363.64        1.02574                 NaN
  891.182        3363.64        1.00067                 NaN
  894.212        3363.64       0.960758                 NaN
  897.242        3363.64       0.923560                 NaN
  900.273        3363.64       0.888290                 NaN
  903.303        3363.64       0.854060                 NaN
  906.333        3363.64       0.807187                 NaN
  909.364        3363.64       0.774511                 NaN
  912.394        3363.64       0.737970                 NaN
  915.424        3363.64       0.704649                 NaN
  918.455        3363.64       0.704483                 NaN
  921.485        3363.64       0.764672                 NaN
  924.515        3363.64       0.848519                 NaN
  927.545        3363.64       0.847905                 NaN
  930.576        3363.64       0.847738                 NaN
  933.606        3363.64       0.955263                 NaN
  936.636        3363.64       0.955273                 NaN
  939.667        3363.64        1.06828                 NaN
  942.697        3363.64        1.06829                 NaN
  945.727        3363.64        1.06830                 NaN
  948.758        3363.64        1.19641                 NaN
  951.788        3363.64        1.19643                 NaN
  954.818        3363.64        1.34279                 NaN
  957.848        3363.64        1.34281                 NaN
  960.879        3363.64        1.39745                 NaN
  963.909        3363.64        1.39747                 NaN
  966.939        3363.64        1.42117                 NaN
  969.970        3363.64        1.33778                 NaN
  973.000        3363.64        1.33780                 NaN
  673.000        3393.94                 NaN            NaN
  676.030        3393.94                 NaN            NaN
  679.061        3393.94                 NaN            NaN
  682.091        3393.94                 NaN            NaN
  685.121        3393.94                 NaN            NaN
  688.152        3393.94                 NaN            NaN
  691.182        3393.94                 NaN            NaN
  694.212        3393.94                 NaN            NaN
  697.242        3393.94                 NaN            NaN
  700.273        3393.94                 NaN            NaN
  703.303        3393.94                 NaN            NaN
  706.333        3393.94                 NaN            NaN
  709.364        3393.94                 NaN            NaN
  712.394        3393.94                 NaN            NaN
  715.424        3393.94                 NaN            NaN
  718.455        3393.94                 NaN            NaN
  721.485        3393.94                 NaN            NaN
  724.515        3393.94       0.699469E-002            NaN
  727.545        3393.94       0.684835E-001            NaN
  730.576        3393.94       0.684800E-001            NaN
  733.606        3393.94       0.974208E-001            NaN
  736.636        3393.94       0.135154                 NaN
  739.667        3393.94       0.164230                 NaN
  742.697        3393.94       0.199612                 NaN
  745.727        3393.94       0.233677                 NaN
  748.758        3393.94       0.279250                 NaN
  751.788        3393.94       0.326526                 NaN
  754.818        3393.94       0.342288                 NaN
  757.848        3393.94       0.394075                 NaN
  760.879        3393.94       0.394053                 NaN
  763.909        3393.94       0.483556                 NaN
  766.939        3393.94       0.483528                 NaN
  769.970        3393.94       0.598972                 NaN
  773.000        3393.94       0.598937                 NaN
  776.030        3393.94       0.598901                 NaN
  779.061        3393.94       0.710928                 NaN
  782.091        3393.94       0.710885                 NaN
  785.121        3393.94       0.912262                 NaN
  788.152        3393.94       0.912205                 NaN
  791.182        3393.94        1.01707       0.484366E-001
  794.212        3393.94        1.09035       0.379363     
  797.242        3393.94        1.20036       0.638653     
  800.273        3393.94        1.36405       0.918744     
  803.303        3393.94        1.49337        1.20818     
  806.333        3393.94        1.70500        1.50147     
  809.364        3393.94        1.82854        1.76943     
  812.394        3393.94        1.90567        3.11268     
  815.424        3393.94        1.55965        7.28872     
  818.455        3393.94        1.23466        11.5546     
  821.485        3393.94       0.930131        15.8915     
  824.515        3393.94       0.816350        17.4599     
  827.545        3393.94       0.783212        17.4746     
  830.576        3393.94       0.768356        17.6730     
  833.606        3393.94       0.729650        17.8131     
  836.636        3393.94       0.718397        17.8610     
  839.667        3393.94       0.695577        17.9755     
  842.697        3393.94       0.674417        18.0431     
  845.727        3393.94        1.23417        8.02152     
  848.758        3393.94        1.66733                 NaN
  851.788        3393.94        1.61524                 NaN
  854.818        3393.94        1.54750                 NaN
  857.848        3393.94        1.48162                 NaN
  860.879        3393.94        1.43154                 NaN
  863.909        3393.94        1.37588                 NaN
  866.939        3393.94        1.35958                 NaN
  869.970        3393.94        1.29003                 NaN
  873.000        3393.94        1.23660                 NaN
  876.030        3393.94        1.20193                 NaN
  879.061        3393.94        1.15818                 NaN
  882.091        3393.94        1.14367                 NaN
  885.121        3393.94        1.09958                 NaN
  888.152        3393.94        1.03788                 NaN
  891.182        3393.94        1.01693                 NaN
  894.212        3393.94       0.986392                 NaN
  897.242        3393.94       0.949113                 NaN
  900.273        3393.94       0.916915                 NaN
  903.303        3393.94       0.867225                 NaN
  906.333        3393.94       0.835113                 NaN
  909.364        3393.94       0.795508                 NaN
  912.394        3393.94       0.760228                 NaN
  915.424        3393.94       0.753371                 NaN
  918.455        3393.94       0.753200                 NaN
  921.485        3393.94       0.764752                 NaN
  924.515        3393.94       0.848630                 NaN
  927.545        3393.94       0.848174                 NaN
  930.576        3393.94       0.847762                 NaN
  933.606        3393.94       0.955290                 NaN
  936.636        3393.94       0.955300                 NaN
  939.667        3393.94        1.06831                 NaN
  942.697        3393.94        1.06832                 NaN
  945.727        3393.94        1.06833                 NaN
  948.758        3393.94        1.19645                 NaN
  951.788        3393.94        1.19646                 NaN
  954.818        3393.94        1.34283                 NaN
  957.848        3393.94        1.34285                 NaN
  960.879        3393.94        1.34286                 NaN
  963.909        3393.94        1.51131                 NaN
  966.939        3393.94        1.50458                 NaN
  969.970        3393.94        1.54352                 NaN
  973.000        3393.94        1.54354                 NaN
  673.000        3424.24                 NaN            NaN
  676.030        3424.24                 NaN            NaN
  679.061        3424.24                 NaN            NaN
  682.091        3424.24                 NaN            NaN
  685.121        3424.24                 NaN            NaN
  688.152        3424.24                 NaN            NaN
  691.182        3424.24                 NaN            NaN
  694.212        3424.24                 NaN            NaN
  697.242        3424.24                 NaN            NaN
  700.273        3424.24                 NaN            NaN
  703.303        3424.24                 NaN            NaN
  706.333        3424.24                 NaN            NaN
  709.364        3424.24                 NaN            NaN
  712.394        3424.24                 NaN            NaN
  715.424        3424.24                 NaN            NaN
  718.455        3424.24                 NaN            NaN
  721.485        3424.24                 NaN            NaN
  724.515        3424.24       0.723993E-002            NaN
  727.545        3424.24       0.684866E-001            NaN
  730.576        3424.24       0.684831E-001            NaN
  733.606        3424.24       0.684796E-001            NaN
  736.636        3424.24       0.147419                 NaN
  739.667        3424.24       0.157035                 NaN
  742.697        3424.24       0.220504                 NaN
  745.727        3424.24       0.253969                 NaN
  748.758        3424.24       0.286366                 NaN
  751.788        3424.24       0.330304                 NaN
  754.818        3424.24       0.342304                 NaN
  757.848        3424.24       0.394093                 NaN
  760.879        3424.24       0.394071                 NaN
  763.909        3424.24       0.483579                 NaN
  766.939        3424.24       0.483551                 NaN
  769.970        3424.24       0.599000                 NaN
  773.000        3424.24       0.598965                 NaN
  776.030        3424.24       0.598930                 NaN
  779.061        3424.24       0.710962                 NaN
  782.091        3424.24       0.710919                 NaN
  785.121        3424.24       0.912306                 NaN
  788.152        3424.24       0.912249                 NaN
  791.182        3424.24        1.02413                 NaN
  794.212        3424.24        1.10602       0.341821     
  797.242        3424.24        1.26388       0.599199     
  800.273        3424.24        1.43041       0.853591     
  803.303        3424.24        1.53017        1.15287     
  806.333        3424.24        1.68994        1.41278     
  809.364        3424.24        1.85018        1.67346     
  812.394        3424.24        1.93030        2.75195     
  815.424        3424.24        1.63168        7.11884     
  818.455        3424.24        1.37450        10.9886     
  821.485        3424.24        1.01351        15.3226     
  824.515        3424.24       0.833567        17.4117     
  827.545        3424.24       0.812991        17.5241     
  830.576        3424.24       0.789371        17.6478     
