|6.6.6
2018PPGrt_01_1.tab                                                                                  
           2
T(K)    
   673.00000000000000     
   3.0303030303030303     
         100
P(bar)  
   2000.0000000000000     
   30.303030303030305     
         100
           6
T(K)           P(bar)         C[Gt(W)1]      C[Gt(W)2]      C[Gt(W)3]      C[Gt(W)4]     
  673.000        2000.00                 NaN            NaN            NaN            NaN
  676.030        2000.00                 NaN            NaN            NaN            NaN
  679.061        2000.00                 NaN            NaN            NaN            NaN
  682.091        2000.00                 NaN            NaN            NaN            NaN
  685.121        2000.00                 NaN            NaN            NaN            NaN
  688.152        2000.00                 NaN            NaN            NaN            NaN
  691.182        2000.00                 NaN            NaN            NaN            NaN
  694.212        2000.00                 NaN            NaN            NaN            NaN
  697.242        2000.00                 NaN            NaN            NaN            NaN
  700.273        2000.00                 NaN            NaN            NaN            NaN
  703.303        2000.00                 NaN            NaN            NaN            NaN
  706.333        2000.00                 NaN            NaN            NaN            NaN
  709.364        2000.00                 NaN            NaN            NaN            NaN
  712.394        2000.00                 NaN            NaN            NaN            NaN
  715.424        2000.00                 NaN            NaN            NaN            NaN
  718.455        2000.00                 NaN            NaN            NaN            NaN
  721.485        2000.00                 NaN            NaN            NaN            NaN
  724.515        2000.00                 NaN            NaN            NaN            NaN
  727.545        2000.00                 NaN            NaN            NaN            NaN
  730.576        2000.00                 NaN            NaN            NaN            NaN
  733.606        2000.00                 NaN            NaN            NaN            NaN
  736.636        2000.00                 NaN            NaN            NaN            NaN
  739.667        2000.00                 NaN            NaN            NaN            NaN
  742.697        2000.00                 NaN            NaN            NaN            NaN
  745.727        2000.00                 NaN            NaN            NaN            NaN
  748.758        2000.00       0.110700       0.300617       0.556584       0.320988E-001
  751.788        2000.00       0.101235       0.300617       0.566049       0.320988E-001
  754.818        2000.00       0.893004E-001  0.300617       0.574691       0.353909E-001
  757.848        2000.00       0.893004E-001  0.300617       0.574691       0.353909E-001
  760.879        2000.00       0.893004E-001  0.300617       0.574691       0.353909E-001
  763.909        2000.00       0.740741E-001  0.300617       0.588272       0.370370E-001
  766.939        2000.00       0.728395E-001  0.300617       0.588272       0.382716E-001
  769.970        2000.00       0.688769E-001  0.300617       0.590859       0.396473E-001
  773.000        2000.00       0.539095E-001  0.300617       0.610494       0.349794E-001
  776.030        2000.00       0.590397E-001  0.300192       0.599893       0.408753E-001
  779.061        2000.00       0.553918E-001  0.294319       0.606941       0.433484E-001
  782.091        2000.00       0.539095E-001  0.293210       0.610494       0.423868E-001
  785.121        2000.00       0.489537E-001  0.280671       0.623318       0.470571E-001
  788.152        2000.00       0.465021E-001  0.275926       0.629012       0.485597E-001
  791.182        2000.00       0.440853E-001  0.260837       0.644495       0.505833E-001
  794.212        2000.00       0.403292E-001  0.266049       0.637654       0.559671E-001
  797.242        2000.00       0.300412E-001  0.291975       0.612963       0.650206E-001
  800.273        2000.00       0.267259E-001  0.299817       0.606721       0.667358E-001
  803.303        2000.00       0.271182E-001  0.298693       0.606385       0.678043E-001
  806.333        2000.00       0.268421E-001  0.299024       0.605888       0.682461E-001
  809.364        2000.00       0.265527E-001  0.299371       0.605367       0.687091E-001
  812.394        2000.00       0.264948E-001  0.299225       0.605406       0.688735E-001
  815.424        2000.00       0.257220E-001  0.300617       0.603913       0.697477E-001
  818.455        2000.00       0.255546E-001  0.300617       0.603578       0.702499E-001
  821.485        2000.00       0.252952E-001  0.300617       0.603848       0.702396E-001
  824.515        2000.00       0.250814E-001  0.300617       0.603688       0.706137E-001
  827.545        2000.00       0.248822E-001  0.300617       0.603287       0.712133E-001
  830.576        2000.00       0.246305E-001  0.300617       0.603203       0.715490E-001
  833.606        2000.00       0.243646E-001  0.300617       0.603115       0.719034E-001
  836.636        2000.00       0.242328E-001  0.300617       0.602804       0.723456E-001
  839.667        2000.00       0.241605E-001  0.300617       0.602370       0.728519E-001
  842.697        2000.00       0.242798E-001  0.300617       0.601852       0.732510E-001
  845.727        2000.00       0.239454E-001  0.300617       0.601916       0.735212E-001
  848.758        2000.00       0.238366E-001  0.300617       0.601535       0.740111E-001
  851.788        2000.00       0.237771E-001  0.300617       0.600526       0.750796E-001
  854.818        2000.00       0.236177E-001  0.300617       0.600367       0.753983E-001
  857.848        2000.00       0.234568E-001  0.300617       0.600206       0.757202E-001
  860.879        2000.00       0.235247E-001  0.300617       0.600102       0.757561E-001
  863.909        2000.00       0.234568E-001  0.300617       0.599383       0.765432E-001
  866.939        2000.00       0.231383E-001  0.300617       0.599569       0.766756E-001
  869.970        2000.00       0.230892E-001  0.300617       0.599471       0.768229E-001
  873.000        2000.00       0.230453E-001  0.300617       0.599383       0.769547E-001
  876.030        2000.00       0.226337E-001  0.300617       0.599383       0.773663E-001
  879.061        2000.00       0.226337E-001  0.300617       0.599383       0.773663E-001
  882.091        2000.00       0.218107E-001  0.300617       0.599383       0.781893E-001
  885.121        2000.00       0.189300E-001  0.296914       0.610494       0.736626E-001
  888.152        2000.00       0.189300E-001  0.296914       0.610494       0.736626E-001
  891.182        2000.00       0.189300E-001  0.296914       0.610494       0.736626E-001
  894.212        2000.00       0.193416E-001  0.296914       0.610494       0.732510E-001
  897.242        2000.00       0.201646E-001  0.296914       0.610494       0.724280E-001
  900.273        2000.00                 NaN            NaN            NaN            NaN
  903.303        2000.00                 NaN            NaN            NaN            NaN
  906.333        2000.00                 NaN            NaN            NaN            NaN
  909.364        2000.00                 NaN            NaN            NaN            NaN
  912.394        2000.00                 NaN            NaN            NaN            NaN
  915.424        2000.00                 NaN            NaN            NaN            NaN
  918.455        2000.00                 NaN            NaN            NaN            NaN
  921.485        2000.00                 NaN            NaN            NaN            NaN
  924.515        2000.00                 NaN            NaN            NaN            NaN
  927.545        2000.00                 NaN            NaN            NaN            NaN
  930.576        2000.00                 NaN            NaN            NaN            NaN
  933.606        2000.00                 NaN            NaN            NaN            NaN
  936.636        2000.00                 NaN            NaN            NaN            NaN
  939.667        2000.00                 NaN            NaN            NaN            NaN
  942.697        2000.00                 NaN            NaN            NaN            NaN
  945.727        2000.00                 NaN            NaN            NaN            NaN
  948.758        2000.00                 NaN            NaN            NaN            NaN
  951.788        2000.00                 NaN            NaN            NaN            NaN
  954.818        2000.00                 NaN            NaN            NaN            NaN
  957.848        2000.00                 NaN            NaN            NaN            NaN
  960.879        2000.00                 NaN            NaN            NaN            NaN
  963.909        2000.00                 NaN            NaN            NaN            NaN
  966.939        2000.00                 NaN            NaN            NaN            NaN
  969.970        2000.00                 NaN            NaN            NaN            NaN
  973.000        2000.00                 NaN            NaN            NaN            NaN
  673.000        2030.30                 NaN            NaN            NaN            NaN
  676.030        2030.30                 NaN            NaN            NaN            NaN
  679.061        2030.30                 NaN            NaN            NaN            NaN
  682.091        2030.30                 NaN            NaN            NaN            NaN
  685.121        2030.30                 NaN            NaN            NaN            NaN
  688.152        2030.30                 NaN            NaN            NaN            NaN
  691.182        2030.30                 NaN            NaN            NaN            NaN
  694.212        2030.30                 NaN            NaN            NaN            NaN
  697.242        2030.30                 NaN            NaN            NaN            NaN
  700.273        2030.30                 NaN            NaN            NaN            NaN
  703.303        2030.30                 NaN            NaN            NaN            NaN
  706.333        2030.30                 NaN            NaN            NaN            NaN
  709.364        2030.30                 NaN            NaN            NaN            NaN
  712.394        2030.30                 NaN            NaN            NaN            NaN
  715.424        2030.30                 NaN            NaN            NaN            NaN
  718.455        2030.30                 NaN            NaN            NaN            NaN
  721.485        2030.30                 NaN            NaN            NaN            NaN
  724.515        2030.30                 NaN            NaN            NaN            NaN
  727.545        2030.30                 NaN            NaN            NaN            NaN
  730.576        2030.30                 NaN            NaN            NaN            NaN
  733.606        2030.30                 NaN            NaN            NaN            NaN
  736.636        2030.30                 NaN            NaN            NaN            NaN
  739.667        2030.30                 NaN            NaN            NaN            NaN
  742.697        2030.30                 NaN            NaN            NaN            NaN
  745.727        2030.30                 NaN            NaN            NaN            NaN
  748.758        2030.30       0.110700       0.300617       0.556584       0.320988E-001
  751.788        2030.30       0.101235       0.300617       0.566049       0.320988E-001
  754.818        2030.30       0.893004E-001  0.300617       0.574691       0.353909E-001
  757.848        2030.30       0.893004E-001  0.300617       0.574691       0.353909E-001
  760.879        2030.30       0.893004E-001  0.300617       0.574691       0.353909E-001
  763.909        2030.30       0.740741E-001  0.300617       0.588272       0.370370E-001
  766.939        2030.30       0.732510E-001  0.300617       0.588272       0.378601E-001
  769.970        2030.30       0.705875E-001  0.300617       0.589129       0.396661E-001
  773.000        2030.30       0.572494E-001  0.300617       0.606095       0.360384E-001
  776.030        2030.30       0.594891E-001  0.300258       0.599814       0.404391E-001
  779.061        2030.30       0.555994E-001  0.286507       0.614271       0.436226E-001
  782.091        2030.30       0.527616E-001  0.286079       0.617343       0.438161E-001
  785.121        2030.30       0.493728E-001  0.281086       0.622820       0.467209E-001
  788.152        2030.30       0.470907E-001  0.273921       0.630535       0.484536E-001
  791.182        2030.30       0.440082E-001  0.258229       0.647265       0.504971E-001
  794.212        2030.30       0.418271E-001  0.258522       0.645129       0.545222E-001
  797.242        2030.30       0.316827E-001  0.282967       0.621568       0.637821E-001
  800.273        2030.30       0.272576E-001  0.297954       0.607139       0.676497E-001
  803.303        2030.30       0.271654E-001  0.297600       0.607448       0.677868E-001
  806.333        2030.30       0.270041E-001  0.296205       0.608214       0.685770E-001
  809.364        2030.30       0.264046E-001  0.297264       0.607223       0.691077E-001
  812.394        2030.30       0.260554E-001  0.300197       0.604585       0.691625E-001
  815.424        2030.30       0.258114E-001  0.300617       0.603830       0.697418E-001
  818.455        2030.30       0.255598E-001  0.300617       0.603668       0.701546E-001
  821.485        2030.30       0.254229E-001  0.300617       0.603563       0.703969E-001
  824.515        2030.30       0.252539E-001  0.300617       0.603090       0.710390E-001
  827.545        2030.30       0.250656E-001  0.300617       0.603012       0.713053E-001
  830.576        2030.30       0.246682E-001  0.300617       0.603390       0.713244E-001
  833.606        2030.30       0.244556E-001  0.300617       0.602970       0.719572E-001
  836.636        2030.30       0.243064E-001  0.300617       0.602721       0.723548E-001
  839.667        2030.30       0.240767E-001  0.300617       0.602943       0.723630E-001
  842.697        2030.30       0.244588E-001  0.300617       0.601755       0.731688E-001
  845.727        2030.30       0.240101E-001  0.300617       0.601802       0.735701E-001
  848.758        2030.30       0.239880E-001  0.300617       0.600792       0.746032E-001
  851.788        2030.30       0.238516E-001  0.300617       0.600436       0.750951E-001
  854.818        2030.30       0.237374E-001  0.300617       0.600292       0.753532E-001
  857.848        2030.30       0.237874E-001  0.300617       0.600867       0.747282E-001
  860.879        2030.30       0.235608E-001  0.300617       0.600156       0.756658E-001
  863.909        2030.30       0.235877E-001  0.300617       0.599613       0.761823E-001
  866.939        2030.30       0.233780E-001  0.300617       0.599383       0.766220E-001
  869.970        2030.30       0.231816E-001  0.300617       0.599451       0.767502E-001
  873.000        2030.30       0.226337E-001  0.300617       0.599383       0.773663E-001
  876.030        2030.30       0.226337E-001  0.300617       0.599383       0.773663E-001
  879.061        2030.30       0.226337E-001  0.300617       0.599383       0.773663E-001
  882.091        2030.30       0.218107E-001  0.300617       0.599383       0.781893E-001
  885.121        2030.30       0.189300E-001  0.296914       0.610494       0.736626E-001
  888.152        2030.30       0.189300E-001  0.296914       0.610494       0.736626E-001
  891.182        2030.30       0.189300E-001  0.296914       0.610494       0.736626E-001
  894.212        2030.30       0.193416E-001  0.296914       0.610494       0.732510E-001
  897.242        2030.30       0.201646E-001  0.296914       0.610494       0.724280E-001
  900.273        2030.30                 NaN            NaN            NaN            NaN
  903.303        2030.30                 NaN            NaN            NaN            NaN
  906.333        2030.30                 NaN            NaN            NaN            NaN
  909.364        2030.30                 NaN            NaN            NaN            NaN
  912.394        2030.30                 NaN            NaN            NaN            NaN
  915.424        2030.30                 NaN            NaN            NaN            NaN
  918.455        2030.30                 NaN            NaN            NaN            NaN
  921.485        2030.30                 NaN            NaN            NaN            NaN
  924.515        2030.30                 NaN            NaN            NaN            NaN
  927.545        2030.30                 NaN            NaN            NaN            NaN
  930.576        2030.30                 NaN            NaN            NaN            NaN
  933.606        2030.30                 NaN            NaN            NaN            NaN
  936.636        2030.30                 NaN            NaN            NaN            NaN
  939.667        2030.30                 NaN            NaN            NaN            NaN
  942.697        2030.30                 NaN            NaN            NaN            NaN
  945.727        2030.30                 NaN            NaN            NaN            NaN
  948.758        2030.30                 NaN            NaN            NaN            NaN
  951.788        2030.30                 NaN            NaN            NaN            NaN
  954.818        2030.30                 NaN            NaN            NaN            NaN
  957.848        2030.30                 NaN            NaN            NaN            NaN
  960.879        2030.30                 NaN            NaN            NaN            NaN
  963.909        2030.30                 NaN            NaN            NaN            NaN
  966.939        2030.30                 NaN            NaN            NaN            NaN
  969.970        2030.30                 NaN            NaN            NaN            NaN
  973.000        2030.30                 NaN            NaN            NaN            NaN
  673.000        2060.61                 NaN            NaN            NaN            NaN
  676.030        2060.61                 NaN            NaN            NaN            NaN
  679.061        2060.61                 NaN            NaN            NaN            NaN
  682.091        2060.61                 NaN            NaN            NaN            NaN
  685.121        2060.61                 NaN            NaN            NaN            NaN
  688.152        2060.61                 NaN            NaN            NaN            NaN
  691.182        2060.61                 NaN            NaN            NaN            NaN
  694.212        2060.61                 NaN            NaN            NaN            NaN
  697.242        2060.61                 NaN            NaN            NaN            NaN
  700.273        2060.61                 NaN            NaN            NaN            NaN
  703.303        2060.61                 NaN            NaN            NaN            NaN
  706.333        2060.61                 NaN            NaN            NaN            NaN
  709.364        2060.61                 NaN            NaN            NaN            NaN
  712.394        2060.61                 NaN            NaN            NaN            NaN
  715.424        2060.61                 NaN            NaN            NaN            NaN
  718.455        2060.61                 NaN            NaN            NaN            NaN
  721.485        2060.61                 NaN            NaN            NaN            NaN
  724.515        2060.61                 NaN            NaN            NaN            NaN
  727.545        2060.61                 NaN            NaN            NaN            NaN
  730.576        2060.61                 NaN            NaN            NaN            NaN
  733.606        2060.61                 NaN            NaN            NaN            NaN
  736.636        2060.61                 NaN            NaN            NaN            NaN
  739.667        2060.61                 NaN            NaN            NaN            NaN
  742.697        2060.61                 NaN            NaN            NaN            NaN
  745.727        2060.61                 NaN            NaN            NaN            NaN
  748.758        2060.61       0.112346       0.300617       0.554938       0.320988E-001
  751.788        2060.61       0.102469       0.300617       0.566049       0.308642E-001
  754.818        2060.61       0.930041E-001  0.300617       0.570988       0.353909E-001
  757.848        2060.61       0.930041E-001  0.300617       0.570988       0.353909E-001
  760.879        2060.61       0.930041E-001  0.300617       0.570988       0.353909E-001
  763.909        2060.61       0.748971E-001  0.300617       0.588272       0.362140E-001
  766.939        2060.61       0.720165E-001  0.300617       0.588272       0.390947E-001
  769.970        2060.61       0.711934E-001  0.300617       0.588272       0.399177E-001
  773.000        2060.61       0.611534E-001  0.300617       0.600868       0.373615E-001
  776.030        2060.61       0.599653E-001  0.300316       0.599712       0.400068E-001
  779.061        2060.61       0.564903E-001  0.295230       0.606743       0.415369E-001
  782.091        2060.61       0.527694E-001  0.279040       0.622991       0.451994E-001
  785.121        2060.61       0.506743E-001  0.281212       0.621736       0.463778E-001
  788.152        2060.61       0.473166E-001  0.267442       0.636795       0.484464E-001
  791.182        2060.61       0.449779E-001  0.256686       0.648017       0.503182E-001
  794.212        2060.61       0.424335E-001  0.256096       0.647509       0.539614E-001
  797.242        2060.61       0.341564E-001  0.273045       0.631481       0.613169E-001
  800.273        2060.61       0.275720E-001  0.294033       0.610494       0.679012E-001
  803.303        2060.61       0.267721E-001  0.293868       0.611644       0.677161E-001
  806.333        2060.61       0.270518E-001  0.295423       0.609132       0.683929E-001
  809.364        2060.61       0.269905E-001  0.292600       0.611004       0.694058E-001
  812.394        2060.61       0.263066E-001  0.299597       0.605062       0.690342E-001
  815.424        2060.61       0.257858E-001  0.300617       0.603962       0.696349E-001
  818.455        2060.61       0.255648E-001  0.300617       0.603755       0.700625E-001
  821.485        2060.61       0.254366E-001  0.300617       0.603505       0.704407E-001
  824.515        2060.61       0.252652E-001  0.300617       0.603532       0.705854E-001
  827.545        2060.61       0.250663E-001  0.300617       0.603013       0.713033E-001
  830.576        2060.61       0.248166E-001  0.300617       0.602974       0.715918E-001
  833.606        2060.61       0.245368E-001  0.300617       0.602805       0.720410E-001
  836.636        2060.61       0.243916E-001  0.300617       0.602555       0.724364E-001
  839.667        2060.61       0.243190E-001  0.300617       0.602266       0.727980E-001
  842.697        2060.61       0.244640E-001  0.300617       0.601815       0.731039E-001
  845.727        2060.61       0.242444E-001  0.300617       0.601382       0.737561E-001
  848.758        2060.61       0.240518E-001  0.300617       0.600817       0.745139E-001
  851.788        2060.61       0.239369E-001  0.300617       0.600420       0.750262E-001
  854.818        2060.61       0.237977E-001  0.300617       0.600200       0.753855E-001
  857.848        2060.61       0.238086E-001  0.300617       0.600909       0.746647E-001
  860.879        2060.61       0.233042E-001  0.300617       0.601713       0.743650E-001
  863.909        2060.61       0.232130E-001  0.300617       0.601281       0.748885E-001
  866.939        2060.61       0.233810E-001  0.300617       0.599559       0.764424E-001
  869.970        2060.61       0.230631E-001  0.300617       0.599392       0.769280E-001
  873.000        2060.61       0.229435E-001  0.300617       0.599383       0.770565E-001
  876.030        2060.61       0.230453E-001  0.300617       0.599383       0.769547E-001
  879.061        2060.61       0.226337E-001  0.300617       0.599383       0.773663E-001
  882.091        2060.61       0.222222E-001  0.300617       0.599383       0.777778E-001
  885.121        2060.61       0.193416E-001  0.296914       0.610494       0.732510E-001
  888.152        2060.61       0.193416E-001  0.296914       0.610494       0.732510E-001
  891.182        2060.61       0.189300E-001  0.296914       0.610494       0.736626E-001
  894.212        2060.61       0.189300E-001  0.296914       0.610494       0.736626E-001
  897.242        2060.61       0.197531E-001  0.296914       0.610494       0.728395E-001
  900.273        2060.61       0.201646E-001  0.296914       0.610494       0.724280E-001
  903.303        2060.61                 NaN            NaN            NaN            NaN
  906.333        2060.61                 NaN            NaN            NaN            NaN
  909.364        2060.61                 NaN            NaN            NaN            NaN
  912.394        2060.61                 NaN            NaN            NaN            NaN
  915.424        2060.61                 NaN            NaN            NaN            NaN
  918.455        2060.61                 NaN            NaN            NaN            NaN
  921.485        2060.61                 NaN            NaN            NaN            NaN
  924.515        2060.61                 NaN            NaN            NaN            NaN
  927.545        2060.61                 NaN            NaN            NaN            NaN
  930.576        2060.61                 NaN            NaN            NaN            NaN
  933.606        2060.61                 NaN            NaN            NaN            NaN
  936.636        2060.61                 NaN            NaN            NaN            NaN
  939.667        2060.61                 NaN            NaN            NaN            NaN
  942.697        2060.61                 NaN            NaN            NaN            NaN
  945.727        2060.61                 NaN            NaN            NaN            NaN
  948.758        2060.61                 NaN            NaN            NaN            NaN
  951.788        2060.61                 NaN            NaN            NaN            NaN
  954.818        2060.61                 NaN            NaN            NaN            NaN
  957.848        2060.61                 NaN            NaN            NaN            NaN
  960.879        2060.61                 NaN            NaN            NaN            NaN
  963.909        2060.61                 NaN            NaN            NaN            NaN
  966.939        2060.61                 NaN            NaN            NaN            NaN
  969.970        2060.61                 NaN            NaN            NaN            NaN
  973.000        2060.61                 NaN            NaN            NaN            NaN
  673.000        2090.91                 NaN            NaN            NaN            NaN
  676.030        2090.91                 NaN            NaN            NaN            NaN
  679.061        2090.91                 NaN            NaN            NaN            NaN
  682.091        2090.91                 NaN            NaN            NaN            NaN
  685.121        2090.91                 NaN            NaN            NaN            NaN
  688.152        2090.91                 NaN            NaN            NaN            NaN
  691.182        2090.91                 NaN            NaN            NaN            NaN
  694.212        2090.91                 NaN            NaN            NaN            NaN
  697.242        2090.91                 NaN            NaN            NaN            NaN
  700.273        2090.91                 NaN            NaN            NaN            NaN
  703.303        2090.91                 NaN            NaN            NaN            NaN
  706.333        2090.91                 NaN            NaN            NaN            NaN
  709.364        2090.91                 NaN            NaN            NaN            NaN
  712.394        2090.91                 NaN            NaN            NaN            NaN
  715.424        2090.91                 NaN            NaN            NaN            NaN
  718.455        2090.91                 NaN            NaN            NaN            NaN
  721.485        2090.91                 NaN            NaN            NaN            NaN
  724.515        2090.91                 NaN            NaN            NaN            NaN
  727.545        2090.91                 NaN            NaN            NaN            NaN
  730.576        2090.91                 NaN            NaN            NaN            NaN
  733.606        2090.91                 NaN            NaN            NaN            NaN
  736.636        2090.91                 NaN            NaN            NaN            NaN
  739.667        2090.91                 NaN            NaN            NaN            NaN
  742.697        2090.91                 NaN            NaN            NaN            NaN
  745.727        2090.91                 NaN            NaN            NaN            NaN
  748.758        2090.91       0.112757       0.300617       0.554938       0.316872E-001
  751.788        2090.91       0.102469       0.300617       0.566049       0.308642E-001
  754.818        2090.91       0.930041E-001  0.300617       0.570988       0.353909E-001
  757.848        2090.91       0.930041E-001  0.300617       0.570988       0.353909E-001
  760.879        2090.91       0.930041E-001  0.300617       0.570988       0.353909E-001
  763.909        2090.91       0.748971E-001  0.300617       0.588272       0.362140E-001
  766.939        2090.91       0.732510E-001  0.300617       0.588272       0.378601E-001
  769.970        2090.91       0.711934E-001  0.300617       0.588272       0.399177E-001
  773.000        2090.91       0.621071E-001  0.300617       0.599954       0.373216E-001
  776.030        2090.91       0.604938E-001  0.300617       0.599383       0.395062E-001
  779.061        2090.91       0.584835E-001  0.291687       0.606629       0.432006E-001
  782.091        2090.91       0.567901E-001  0.300617       0.599383       0.432099E-001
  785.121        2090.91       0.505962E-001  0.266238       0.635483       0.476832E-001
  788.152        2090.91       0.487492E-001  0.269287       0.633234       0.487292E-001
  791.182        2090.91       0.462868E-001  0.254639       0.648503       0.505711E-001
  794.212        2090.91       0.439044E-001  0.252167       0.650813       0.531161E-001
  797.242        2090.91       0.365403E-001  0.266563       0.636543       0.603538E-001
  800.273        2090.91       0.278734E-001  0.290084       0.613713       0.683303E-001
  803.303        2090.91       0.270196E-001  0.291649       0.613130       0.682013E-001
  806.333        2090.91       0.269535E-001  0.299076       0.605655       0.683152E-001
  809.364        2090.91       0.266449E-001  0.299416       0.605335       0.686040E-001
  812.394        2090.91       0.264621E-001  0.298739       0.605724       0.690744E-001
  815.424        2090.91       0.258456E-001  0.299564       0.604820       0.697705E-001
  818.455        2090.91       0.255611E-001  0.300617       0.603774       0.700478E-001
  821.485        2090.91       0.255827E-001  0.300617       0.603583       0.702175E-001
  824.515        2090.91       0.252940E-001  0.300617       0.603214       0.708750E-001
  827.545        2090.91       0.251714E-001  0.300617       0.602973       0.712379E-001
  830.576        2090.91       0.248866E-001  0.300617       0.602914       0.715825E-001
  833.606        2090.91       0.246296E-001  0.300617       0.602732       0.720208E-001
  836.636        2090.91       0.245094E-001  0.300617       0.602423       0.724499E-001
  839.667        2090.91       0.246821E-001  0.300617       0.601782       0.729189E-001
  842.697        2090.91       0.245667E-001  0.300617       0.601657       0.731595E-001
  845.727        2090.91       0.243487E-001  0.300617       0.601235       0.737985E-001
  848.758        2090.91       0.241098E-001  0.300617       0.601002       0.742713E-001
  851.788        2090.91       0.239390E-001  0.300617       0.600412       0.750316E-001
  854.818        2090.91       0.238240E-001  0.300617       0.600369       0.751895E-001
  857.848        2090.91       0.237886E-001  0.300617       0.600869       0.747249E-001
  860.879        2090.91       0.238334E-001  0.300617       0.600171       0.753784E-001
  863.909        2090.91       0.234568E-001  0.300617       0.599383       0.765432E-001
  866.939        2090.91       0.232612E-001  0.300617       0.599868       0.762539E-001
  869.970        2090.91       0.232986E-001  0.300617       0.599509       0.765748E-001
  873.000        2090.91       0.230453E-001  0.300617       0.599383       0.769547E-001
  876.030        2090.91       0.230453E-001  0.300617       0.599383       0.769547E-001
  879.061        2090.91       0.230453E-001  0.300617       0.599383       0.769547E-001
  882.091        2090.91       0.222222E-001  0.300617       0.599383       0.777778E-001
  885.121        2090.91       0.193416E-001  0.296914       0.610494       0.732510E-001
  888.152        2090.91       0.193416E-001  0.296914       0.610494       0.732510E-001
  891.182        2090.91       0.189300E-001  0.296914       0.610494       0.736626E-001
  894.212        2090.91       0.185185E-001  0.296914       0.610494       0.740741E-001
  897.242        2090.91       0.189300E-001  0.296914       0.610494       0.736626E-001
  900.273        2090.91       0.197531E-001  0.296914       0.610494       0.728395E-001
  903.303        2090.91                 NaN            NaN            NaN            NaN
  906.333        2090.91                 NaN            NaN            NaN            NaN
  909.364        2090.91                 NaN            NaN            NaN            NaN
  912.394        2090.91                 NaN            NaN            NaN            NaN
  915.424        2090.91                 NaN            NaN            NaN            NaN
  918.455        2090.91                 NaN            NaN            NaN            NaN
  921.485        2090.91                 NaN            NaN            NaN            NaN
  924.515        2090.91                 NaN            NaN            NaN            NaN
  927.545        2090.91                 NaN            NaN            NaN            NaN
  930.576        2090.91                 NaN            NaN            NaN            NaN
  933.606        2090.91                 NaN            NaN            NaN            NaN
  936.636        2090.91                 NaN            NaN            NaN            NaN
  939.667        2090.91                 NaN            NaN            NaN            NaN
  942.697        2090.91                 NaN            NaN            NaN            NaN
  945.727        2090.91                 NaN            NaN            NaN            NaN
  948.758        2090.91                 NaN            NaN            NaN            NaN
  951.788        2090.91                 NaN            NaN            NaN            NaN
  954.818        2090.91                 NaN            NaN            NaN            NaN
  957.848        2090.91                 NaN            NaN            NaN            NaN
  960.879        2090.91                 NaN            NaN            NaN            NaN
  963.909        2090.91                 NaN            NaN            NaN            NaN
  966.939        2090.91                 NaN            NaN            NaN            NaN
  969.970        2090.91                 NaN            NaN            NaN            NaN
  973.000        2090.91                 NaN            NaN            NaN            NaN
  673.000        2121.21                 NaN            NaN            NaN            NaN
  676.030        2121.21                 NaN            NaN            NaN            NaN
  679.061        2121.21                 NaN            NaN            NaN            NaN
  682.091        2121.21                 NaN            NaN            NaN            NaN
  685.121        2121.21                 NaN            NaN            NaN            NaN
  688.152        2121.21                 NaN            NaN            NaN            NaN
  691.182        2121.21                 NaN            NaN            NaN            NaN
  694.212        2121.21                 NaN            NaN            NaN            NaN
  697.242        2121.21                 NaN            NaN            NaN            NaN
  700.273        2121.21                 NaN            NaN            NaN            NaN
  703.303        2121.21                 NaN            NaN            NaN            NaN
  706.333        2121.21                 NaN            NaN            NaN            NaN
  709.364        2121.21                 NaN            NaN            NaN            NaN
  712.394        2121.21                 NaN            NaN            NaN            NaN
  715.424        2121.21                 NaN            NaN            NaN            NaN
  718.455        2121.21                 NaN            NaN            NaN            NaN
  721.485        2121.21                 NaN            NaN            NaN            NaN
  724.515        2121.21                 NaN            NaN            NaN            NaN
  727.545        2121.21                 NaN            NaN            NaN            NaN
  730.576        2121.21                 NaN            NaN            NaN            NaN
  733.606        2121.21                 NaN            NaN            NaN            NaN
  736.636        2121.21                 NaN            NaN            NaN            NaN
  739.667        2121.21                 NaN            NaN            NaN            NaN
  742.697        2121.21                 NaN            NaN            NaN            NaN
  745.727        2121.21                 NaN            NaN            NaN            NaN
  748.758        2121.21       0.113580       0.300617       0.554938       0.308642E-001
  751.788        2121.21       0.112346       0.300617       0.554938       0.320988E-001
  754.818        2121.21       0.967078E-001  0.300617       0.567695       0.349794E-001
  757.848        2121.21       0.967078E-001  0.300617       0.567695       0.349794E-001
  760.879        2121.21       0.967078E-001  0.300617       0.567695       0.349794E-001
  763.909        2121.21       0.761317E-001  0.300617       0.588272       0.349794E-001
  766.939        2121.21       0.732510E-001  0.300617       0.588272       0.378601E-001
  769.970        2121.21       0.720165E-001  0.300617       0.588272       0.390947E-001
  773.000        2121.21       0.648288E-001  0.300617       0.596455       0.380992E-001
  776.030        2121.21       0.609053E-001  0.300617       0.599383       0.390946E-001
  779.061        2121.21       0.578316E-001  0.293818       0.606349       0.420012E-001
  782.091        2121.21       0.542134E-001  0.283792       0.618618       0.433767E-001
  785.121        2121.21       0.523050E-001  0.277420       0.623445       0.468302E-001
  788.152        2121.21       0.480940E-001  0.257671       0.645246       0.489890E-001
  791.182        2121.21       0.462430E-001  0.254088       0.649125       0.505442E-001
  794.212        2121.21       0.443580E-001  0.246789       0.656714       0.521390E-001
