|6.6.6
2018PPGrt_01_1.tab                                                                                  
           2
T(K)    
   673.00000000000000     
   3.0303030303030303     
         100
P(bar)  
   2000.0000000000000     
   30.303030303030305     
         100
           6
T(K)           P(bar)         C[Gt(W)1]      C[Gt(W)2]      C[Gt(W)3]      C[Gt(W)4]     
  718.455        3545.45       0.273457       0.300617       0.410494       0.154321E-001
  721.485        3545.45       0.272634       0.300617       0.410494       0.162551E-001
  724.515        3545.45       0.271399       0.300617       0.410494       0.174897E-001
  727.545        3545.45       0.265638       0.300617       0.415432       0.183128E-001
  730.576        3545.45       0.265638       0.300617       0.415432       0.183128E-001
  733.606        3545.45       0.235185       0.300617       0.443827       0.203704E-001
  736.636        3545.45       0.223045       0.300617       0.454938       0.213992E-001
  739.667        3545.45       0.220718       0.300617       0.456673       0.219921E-001
  742.697        3545.45       0.190505       0.300617       0.485386       0.234911E-001
  745.727        3545.45       0.199588       0.300617       0.477160       0.226337E-001
  748.758        3545.45       0.177379       0.300617       0.494828       0.271761E-001
  751.788        3545.45       0.179095       0.300617       0.493393       0.268946E-001
  754.818        3545.45       0.176078       0.300617       0.495969       0.273352E-001
  757.848        3545.45       0.159671       0.300617       0.510494       0.292181E-001
  760.879        3545.45       0.159671       0.300617       0.510494       0.292181E-001
  763.909        3545.45       0.159671       0.300617       0.510494       0.292181E-001
  766.939        3545.45       0.146914       0.300617       0.521605       0.308642E-001
  769.970        3545.45       0.122634       0.300617       0.543827       0.329218E-001
  773.000        3545.45       0.122634       0.300617       0.543827       0.329218E-001
  776.030        3545.45       0.122634       0.300617       0.543827       0.329218E-001
  779.061        3545.45       0.111111       0.285802       0.566049       0.370370E-001
  782.091        3545.45       0.111111       0.285802       0.566049       0.370370E-001
  785.121        3545.45       0.995885E-001  0.259465       0.599383       0.415638E-001
  788.152        3545.45       0.995885E-001  0.259465       0.599383       0.415638E-001
  791.182        3545.45       0.942387E-001  0.240535       0.621605       0.436214E-001
  794.212        3545.45       0.905029E-001  0.233642       0.628485       0.473697E-001
  797.242        3545.45       0.884774E-001  0.229012       0.635597       0.469136E-001
  800.273        3545.45       0.788252E-001  0.196417       0.671873       0.528842E-001
  803.303        3545.45       0.734209E-001  0.179623       0.690613       0.563428E-001
  806.333        3545.45       0.713829E-001  0.176295       0.695282       0.570404E-001
  809.364        3545.45       0.682270E-001  0.168387       0.705059       0.583272E-001
  812.394        3545.45       0.654366E-001  0.159317       0.714971       0.602759E-001
  815.424        3545.45       0.608063E-001  0.163270       0.710732       0.651914E-001
  818.455        3545.45       0.563340E-001  0.177109       0.696203       0.703538E-001
  821.485        3545.45       0.491949E-001  0.200096       0.669105       0.816044E-001
  824.515        3545.45       0.419753E-001  0.224897       0.641358       0.917695E-001
  827.545        3545.45       0.411523E-001  0.225309       0.641358       0.921811E-001
  830.576        3545.45       0.397566E-001  0.224228       0.642619       0.933966E-001
  833.606        3545.45       0.385123E-001  0.225449       0.642229       0.938101E-001
  836.636        3545.45       0.378418E-001  0.225505       0.642289       0.943640E-001
  839.667        3545.45       0.366770E-001  0.225539       0.642445       0.953394E-001
  842.697        3545.45       0.357622E-001  0.224834       0.643142       0.962617E-001
  845.727        3545.45       0.337433E-001  0.225640       0.644070       0.965463E-001
  848.758        3545.45       0.325414E-001  0.226175       0.643829       0.974545E-001
  851.788        3545.45       0.298322E-001  0.201654       0.677653       0.908614E-001
  854.818        3545.45       0.289837E-001  0.197975       0.685832       0.872089E-001
  857.848        3545.45       0.287486E-001  0.201532       0.682533       0.871863E-001
  860.879        3545.45       0.284873E-001  0.205446       0.678917       0.871498E-001
  863.909        3545.45       0.281692E-001  0.208111       0.676496       0.872235E-001
  866.939        3545.45       0.281389E-001  0.209584       0.674945       0.873318E-001
  869.970        3545.45       0.280225E-001  0.210666       0.673749       0.875626E-001
  873.000        3545.45       0.271605E-001  0.225720       0.660288       0.868313E-001
  876.030        3545.45       0.273925E-001  0.219507       0.665745       0.873559E-001
  879.061        3545.45       0.268257E-001  0.226674       0.660004       0.864961E-001
  882.091        3545.45       0.263374E-001  0.236831       0.650000       0.868313E-001
  885.121        3545.45       0.263404E-001  0.239624       0.647251       0.867848E-001
  888.152        3545.45       0.261751E-001  0.242632       0.644735       0.864576E-001
  891.182        3545.45       0.259338E-001  0.249910       0.637705       0.864512E-001
  894.212        3545.45       0.256173E-001  0.254136       0.633838       0.864093E-001
  897.242        3545.45       0.255659E-001  0.255910       0.632191       0.863331E-001
  900.273        3545.45       0.255086E-001  0.257230       0.630987       0.862744E-001
  903.303        3545.45       0.254630E-001  0.261371       0.626713       0.864535E-001
  906.333        3545.45       0.253138E-001  0.263202       0.624882       0.866028E-001
  909.364        3545.45       0.250912E-001  0.269048       0.619472       0.863883E-001
  912.394        3545.45       0.247492E-001  0.273183       0.615639       0.864290E-001
  915.424        3545.45       0.246896E-001  0.278527       0.610601       0.861823E-001
  918.455        3545.45       0.245210E-001  0.283330       0.606013       0.861357E-001
  921.485        3545.45       0.246914E-001  0.280864       0.607613       0.868313E-001
  924.515        3545.45       0.242798E-001  0.277160       0.610905       0.876543E-001
  927.545        3545.45       0.238683E-001  0.270165       0.616667       0.893004E-001
  930.576        3545.45       0.238683E-001  0.270165       0.616667       0.893004E-001
  933.606        3545.45       0.230453E-001  0.254527       0.629835       0.925926E-001
  936.636        3545.45       0.230453E-001  0.254527       0.629835       0.925926E-001
  939.667        3545.45       0.226337E-001  0.239712       0.641358       0.962963E-001
  942.697        3545.45       0.226337E-001  0.239712       0.641358       0.962963E-001
  945.727        3545.45       0.226337E-001  0.239712       0.641358       0.962963E-001
  948.758        3545.45       0.218107E-001  0.224486       0.653704       0.100000     
  951.788        3545.45       0.218107E-001  0.224486       0.653704       0.100000     
  954.818        3545.45       0.213992E-001  0.209671       0.665226       0.103704     
  957.848        3545.45       0.213992E-001  0.209671       0.665226       0.103704     
  960.879        3545.45       0.213992E-001  0.209671       0.665226       0.103704     
  963.909        3545.45       0.205761E-001  0.193210       0.678395       0.107819     
  966.939        3545.45       0.205761E-001  0.193210       0.678395       0.107819     
  969.970        3545.45       0.193416E-001  0.173457       0.699383       0.107819     
  973.000        3545.45       0.193416E-001  0.173457       0.699383       0.107819     
  673.000        3575.76                 NaN            NaN            NaN            NaN
  676.030        3575.76                 NaN            NaN            NaN            NaN
  679.061        3575.76                 NaN            NaN            NaN            NaN
  682.091        3575.76                 NaN            NaN            NaN            NaN
  685.121        3575.76                 NaN            NaN            NaN            NaN
  688.152        3575.76                 NaN            NaN            NaN            NaN
  691.182        3575.76                 NaN            NaN            NaN            NaN
  694.212        3575.76                 NaN            NaN            NaN            NaN
  697.242        3575.76                 NaN            NaN            NaN            NaN
  700.273        3575.76                 NaN            NaN            NaN            NaN
  703.303        3575.76                 NaN            NaN            NaN            NaN
  706.333        3575.76                 NaN            NaN            NaN            NaN
  709.364        3575.76                 NaN            NaN            NaN            NaN
  712.394        3575.76                 NaN            NaN            NaN            NaN
  715.424        3575.76       0.273457       0.300617       0.410494       0.154321E-001
  718.455        3575.76       0.273457       0.300617       0.410494       0.154321E-001
  721.485        3575.76       0.272222       0.300617       0.410494       0.166667E-001
  724.515        3575.76       0.271399       0.300617       0.410494       0.174897E-001
  727.545        3575.76       0.265638       0.300617       0.415432       0.183128E-001
  730.576        3575.76       0.265638       0.300617       0.415432       0.183128E-001
  733.606        3575.76       0.235185       0.300617       0.443827       0.203704E-001
  736.636        3575.76       0.223045       0.300617       0.454938       0.213992E-001
  739.667        3575.76       0.223045       0.300617       0.454938       0.213992E-001
  742.697        3575.76       0.210700       0.300617       0.466049       0.226337E-001
  745.727        3575.76       0.176342       0.300617       0.498464       0.245764E-001
  748.758        3575.76       0.179231       0.300617       0.493424       0.267276E-001
  751.788        3575.76       0.179087       0.300617       0.493514       0.267814E-001
  754.818        3575.76       0.171103       0.300617       0.502489       0.257907E-001
  757.848        3575.76       0.172016       0.300617       0.499383       0.279835E-001
  760.879        3575.76       0.159671       0.300617       0.510494       0.292181E-001
  763.909        3575.76       0.159671       0.300617       0.510494       0.292181E-001
  766.939        3575.76       0.146914       0.300617       0.521605       0.308642E-001
  769.970        3575.76       0.122634       0.300617       0.543827       0.329218E-001
  773.000        3575.76       0.122634       0.300617       0.543827       0.329218E-001
  776.030        3575.76       0.122634       0.300617       0.543827       0.329218E-001
  779.061        3575.76       0.111111       0.285802       0.566049       0.370370E-001
  782.091        3575.76       0.111111       0.285802       0.566049       0.370370E-001
  785.121        3575.76       0.995885E-001  0.259465       0.599383       0.415638E-001
  788.152        3575.76       0.995885E-001  0.259465       0.599383       0.415638E-001
  791.182        3575.76       0.942387E-001  0.240535       0.621605       0.436214E-001
  794.212        3575.76       0.914177E-001  0.232681       0.629303       0.465983E-001
  797.242        3575.76       0.862512E-001  0.215361       0.648992       0.493959E-001
  800.273        3575.76       0.811337E-001  0.203368       0.662633       0.528652E-001
  803.303        3575.76       0.748709E-001  0.180685       0.687156       0.572876E-001
  806.333        3575.76       0.705807E-001  0.170538       0.701243       0.576388E-001
  809.364        3575.76       0.662551E-001  0.162757       0.711728       0.592593E-001
  812.394        3575.76       0.658007E-001  0.157981       0.716140       0.600783E-001
  815.424        3575.76       0.614951E-001  0.159069       0.714780       0.646562E-001
  818.455        3575.76       0.575052E-001  0.173995       0.697091       0.714089E-001
  821.485        3575.76       0.514481E-001  0.192223       0.675957       0.803715E-001
  824.515        3575.76       0.427984E-001  0.222428       0.643004       0.917695E-001
  827.545        3575.76       0.416920E-001  0.220195       0.645635       0.924788E-001
  830.576        3575.76       0.400721E-001  0.222528       0.643807       0.935931E-001
  833.606        3575.76       0.390135E-001  0.222813       0.643961       0.942120E-001
  836.636        3575.76       0.379251E-001  0.223173       0.643946       0.949562E-001
  839.667        3575.76       0.367651E-001  0.224003       0.643627       0.956045E-001
  842.697        3575.76       0.361288E-001  0.222758       0.644570       0.965424E-001
  845.727        3575.76       0.341935E-001  0.224874       0.643855       0.970772E-001
  848.758        3575.76       0.330820E-001  0.224539       0.644170       0.982084E-001
  851.788        3575.76       0.312841E-001  0.215134       0.658503       0.950791E-001
  854.818        3575.76       0.292181E-001  0.196914       0.685391       0.884774E-001
  857.848        3575.76       0.286411E-001  0.197491       0.685829       0.880390E-001
  860.879        3575.76       0.285946E-001  0.201016       0.682511       0.878786E-001
  863.909        3575.76       0.283385E-001  0.203994       0.679859       0.878082E-001
  866.939        3575.76       0.282976E-001  0.206017       0.677865       0.878202E-001
  869.970        3575.76       0.280111E-001  0.208536       0.675534       0.879185E-001
  873.000        3575.76       0.271605E-001  0.222016       0.663580       0.872428E-001
  876.030        3575.76       0.274000E-001  0.217214       0.667725       0.876609E-001
  879.061        3575.76       0.270503E-001  0.225370       0.660746       0.868337E-001
  882.091        3575.76       0.269672E-001  0.227404       0.658388       0.872412E-001
  885.121        3575.76       0.265194E-001  0.236786       0.649741       0.869532E-001
  888.152        3575.76       0.262427E-001  0.239345       0.647729       0.866841E-001
  891.182        3575.76       0.259879E-001  0.246948       0.640378       0.866856E-001
  894.212        3575.76       0.258730E-001  0.251059       0.636300       0.867672E-001
  897.242        3575.76       0.257379E-001  0.253961       0.633878       0.864221E-001
  900.273        3575.76       0.255589E-001  0.255872       0.632243       0.863262E-001
  903.303        3575.76       0.254235E-001  0.259679       0.628310       0.865872E-001
  906.333        3575.76       0.253868E-001  0.262759       0.625106       0.867482E-001
  909.364        3575.76       0.253940E-001  0.265056       0.622640       0.869096E-001
  912.394        3575.76       0.249328E-001  0.270329       0.617954       0.867842E-001
  915.424        3575.76       0.249398E-001  0.275847       0.612585       0.866278E-001
  918.455        3575.76       0.247585E-001  0.280377       0.608118       0.867470E-001
  921.485        3575.76       0.246914E-001  0.280864       0.607613       0.868313E-001
  924.515        3575.76       0.242798E-001  0.277160       0.610905       0.876543E-001
  927.545        3575.76       0.238683E-001  0.270165       0.616667       0.893004E-001
  930.576        3575.76       0.238683E-001  0.270165       0.616667       0.893004E-001
  933.606        3575.76       0.230453E-001  0.254527       0.629835       0.925926E-001
  936.636        3575.76       0.230453E-001  0.254527       0.629835       0.925926E-001
  939.667        3575.76       0.226337E-001  0.239712       0.641358       0.962963E-001
  942.697        3575.76       0.226337E-001  0.239712       0.641358       0.962963E-001
  945.727        3575.76       0.226337E-001  0.239712       0.641358       0.962963E-001
  948.758        3575.76       0.218107E-001  0.224486       0.653704       0.100000     
  951.788        3575.76       0.218107E-001  0.224486       0.653704       0.100000     
  954.818        3575.76       0.213992E-001  0.209671       0.665226       0.103704     
  957.848        3575.76       0.213992E-001  0.209671       0.665226       0.103704     
  960.879        3575.76       0.213992E-001  0.209671       0.665226       0.103704     
  963.909        3575.76       0.205761E-001  0.193210       0.678395       0.107819     
  966.939        3575.76       0.205761E-001  0.193210       0.678395       0.107819     
  969.970        3575.76       0.193416E-001  0.173457       0.699383       0.107819     
  973.000        3575.76       0.193416E-001  0.173457       0.699383       0.107819     
  673.000        3606.06                 NaN            NaN            NaN            NaN
  676.030        3606.06                 NaN            NaN            NaN            NaN
  679.061        3606.06                 NaN            NaN            NaN            NaN
  682.091        3606.06                 NaN            NaN            NaN            NaN
  685.121        3606.06                 NaN            NaN            NaN            NaN
  688.152        3606.06                 NaN            NaN            NaN            NaN
  691.182        3606.06                 NaN            NaN            NaN            NaN
  694.212        3606.06                 NaN            NaN            NaN            NaN
  697.242        3606.06                 NaN            NaN            NaN            NaN
  700.273        3606.06                 NaN            NaN            NaN            NaN
  703.303        3606.06                 NaN            NaN            NaN            NaN
  706.333        3606.06                 NaN            NaN            NaN            NaN
  709.364        3606.06                 NaN            NaN            NaN            NaN
  712.394        3606.06                 NaN            NaN            NaN            NaN
  715.424        3606.06       0.273457       0.300617       0.410494       0.154321E-001
  718.455        3606.06       0.273457       0.300617       0.410494       0.154321E-001
  721.485        3606.06       0.272222       0.300617       0.410494       0.166667E-001
  724.515        3606.06       0.271811       0.300617       0.410494       0.170782E-001
  727.545        3606.06       0.270576       0.300617       0.410494       0.183128E-001
  730.576        3606.06       0.270576       0.300617       0.410494       0.183128E-001
  733.606        3606.06       0.243827       0.300617       0.435185       0.203704E-001
  736.636        3606.06       0.223045       0.300617       0.454938       0.213992E-001
  739.667        3606.06       0.223045       0.300617       0.454938       0.213992E-001
  742.697        3606.06       0.223045       0.300617       0.454938       0.213992E-001
  745.727        3606.06       0.188477       0.300617       0.488272       0.226337E-001
  748.758        3606.06       0.187243       0.300617       0.488272       0.238683E-001
  751.788        3606.06       0.177688       0.300617       0.494444       0.272510E-001
  754.818        3606.06       0.175637       0.300617       0.496133       0.276127E-001
  757.848        3606.06       0.171818       0.300617       0.499928       0.276362E-001
  760.879        3606.06       0.167490       0.300617       0.503498       0.283951E-001
  763.909        3606.06       0.159671       0.300617       0.510494       0.292181E-001
  766.939        3606.06       0.147737       0.300617       0.521605       0.300412E-001
  769.970        3606.06       0.131276       0.300617       0.534774       0.333333E-001
  773.000        3606.06       0.131276       0.300617       0.534774       0.333333E-001
  776.030        3606.06       0.131276       0.300617       0.534774       0.333333E-001
  779.061        3606.06       0.115638       0.284568       0.562757       0.370370E-001
  782.091        3606.06       0.115638       0.284568       0.562757       0.370370E-001
  785.121        3606.06       0.102881       0.256173       0.599383       0.415638E-001
  788.152        3606.06       0.102881       0.256173       0.599383       0.415638E-001
  791.182        3606.06       0.942387E-001  0.240535       0.621605       0.436214E-001
  794.212        3606.06       0.946502E-001  0.236420       0.624074       0.448560E-001
  797.242        3606.06       0.876149E-001  0.215036       0.648935       0.484143E-001
  800.273        3606.06       0.821551E-001  0.200489       0.665443       0.519122E-001
  803.303        3606.06       0.762326E-001  0.183038       0.685043       0.556860E-001
  806.333        3606.06       0.731058E-001  0.174269       0.696178       0.564481E-001
  809.364        3606.06       0.703562E-001  0.166502       0.705226       0.579152E-001
  812.394        3606.06       0.670858E-001  0.158210       0.714662       0.600426E-001
  815.424        3606.06       0.637051E-001  0.152617       0.719762       0.639155E-001
  818.455        3606.06       0.580537E-001  0.171759       0.699108       0.710793E-001
  821.485        3606.06       0.512614E-001  0.192975       0.676062       0.797017E-001
  824.515        3606.06       0.442630E-001  0.215881       0.649464       0.903924E-001
  827.545        3606.06       0.424426E-001  0.219810       0.645113       0.926343E-001
  830.576        3606.06       0.409428E-001  0.220457       0.645105       0.934952E-001
  833.606        3606.06       0.392030E-001  0.221953       0.644627       0.942173E-001
  836.636        3606.06       0.384163E-001  0.221353       0.645106       0.951239E-001
  839.667        3606.06       0.372956E-001  0.222430       0.644580       0.956945E-001
  842.697        3606.06       0.370854E-001  0.220441       0.646203       0.962705E-001
  845.727        3606.06       0.353670E-001  0.221426       0.645937       0.972696E-001
  848.758        3606.06       0.338361E-001  0.222077       0.645900       0.981873E-001
  851.788        3606.06       0.320658E-001  0.219898       0.650433       0.976034E-001
  854.818        3606.06       0.299577E-001  0.201479       0.677472       0.910912E-001
  857.848        3606.06       0.287695E-001  0.195412       0.687545       0.882741E-001
  860.879        3606.06       0.287710E-001  0.197998       0.685023       0.882083E-001
  863.909        3606.06       0.281381E-001  0.205026       0.679008       0.878277E-001
  866.939        3606.06       0.284054E-001  0.202815       0.680446       0.883336E-001
  869.970        3606.06       0.281382E-001  0.207281       0.675942       0.886385E-001
  873.000        3606.06       0.278879E-001  0.210965       0.672852       0.882944E-001
  876.030        3606.06       0.276778E-001  0.216488       0.667564       0.882702E-001
  879.061        3606.06       0.270783E-001  0.226432       0.658981       0.875084E-001
  882.091        3606.06       0.269392E-001  0.229741       0.655841       0.874781E-001
  885.121        3606.06       0.267580E-001  0.233302       0.652498       0.874422E-001
  888.152        3606.06       0.264606E-001  0.237191       0.649028       0.873206E-001
  891.182        3606.06       0.262464E-001  0.241651       0.644764       0.873393E-001
  894.212        3606.06       0.259994E-001  0.248102       0.638714       0.871842E-001
  897.242        3606.06       0.258272E-001  0.251638       0.635569       0.869663E-001
  900.273        3606.06       0.257060E-001  0.254565       0.633032       0.866964E-001
  903.303        3606.06       0.257882E-001  0.254045       0.633103       0.870641E-001
  906.333        3606.06       0.256210E-001  0.258425       0.628736       0.872175E-001
  909.364        3606.06       0.252389E-001  0.264645       0.623389       0.867263E-001
  912.394        3606.06       0.250396E-001  0.270618       0.617578       0.867643E-001
  915.424        3606.06       0.248522E-001  0.274307       0.614065       0.867757E-001
  918.455        3606.06       0.248130E-001  0.277593       0.610871       0.867234E-001
  921.485        3606.06       0.246914E-001  0.280864       0.608025       0.864198E-001
  924.515        3606.06       0.242798E-001  0.277160       0.610905       0.876543E-001
  927.545        3606.06       0.242798E-001  0.270988       0.615432       0.893004E-001
  930.576        3606.06       0.242798E-001  0.270988       0.615432       0.893004E-001
  933.606        3606.06       0.234568E-001  0.254115       0.629835       0.925926E-001
  936.636        3606.06       0.234568E-001  0.254115       0.629835       0.925926E-001
  939.667        3606.06       0.226337E-001  0.238477       0.642593       0.962963E-001
  942.697        3606.06       0.226337E-001  0.238477       0.642593       0.962963E-001
  945.727        3606.06       0.226337E-001  0.238477       0.642593       0.962963E-001
  948.758        3606.06       0.222222E-001  0.224074       0.653704       0.100000     
  951.788        3606.06       0.222222E-001  0.224074       0.653704       0.100000     
  954.818        3606.06       0.213992E-001  0.208848       0.666049       0.103704     
  957.848        3606.06       0.213992E-001  0.208848       0.666049       0.103704     
  960.879        3606.06       0.213992E-001  0.208848       0.666049       0.103704     
  963.909        3606.06       0.209877E-001  0.193210       0.677984       0.107819     
  966.939        3606.06       0.209877E-001  0.193210       0.677984       0.107819     
  969.970        3606.06       0.197531E-001  0.173045       0.699383       0.107819     
  973.000        3606.06       0.197531E-001  0.173045       0.699383       0.107819     
  673.000        3636.36                 NaN            NaN            NaN            NaN
  676.030        3636.36                 NaN            NaN            NaN            NaN
  679.061        3636.36                 NaN            NaN            NaN            NaN
  682.091        3636.36                 NaN            NaN            NaN            NaN
  685.121        3636.36                 NaN            NaN            NaN            NaN
  688.152        3636.36                 NaN            NaN            NaN            NaN
  691.182        3636.36                 NaN            NaN            NaN            NaN
  694.212        3636.36                 NaN            NaN            NaN            NaN
  697.242        3636.36                 NaN            NaN            NaN            NaN
  700.273        3636.36                 NaN            NaN            NaN            NaN
  703.303        3636.36                 NaN            NaN            NaN            NaN
  706.333        3636.36                 NaN            NaN            NaN            NaN
  709.364        3636.36                 NaN            NaN            NaN            NaN
  712.394        3636.36                 NaN            NaN            NaN            NaN
  715.424        3636.36       0.273457       0.300617       0.410494       0.154321E-001
  718.455        3636.36       0.273045       0.300617       0.410494       0.158436E-001
  721.485        3636.36       0.272222       0.300617       0.410494       0.166667E-001
  724.515        3636.36       0.271811       0.300617       0.410494       0.170782E-001
  727.545        3636.36       0.270576       0.300617       0.410494       0.183128E-001
  730.576        3636.36       0.270576       0.300617       0.410494       0.183128E-001
  733.606        3636.36       0.243827       0.300617       0.435185       0.203704E-001
  736.636        3636.36       0.243827       0.300617       0.435185       0.203704E-001
  739.667        3636.36       0.211111       0.300617       0.466049       0.222222E-001
  742.697        3636.36       0.211111       0.300617       0.466049       0.222222E-001
  745.727        3636.36       0.211111       0.300617       0.466049       0.222222E-001
  748.758        3636.36       0.186831       0.300617       0.488272       0.242798E-001
  751.788        3636.36       0.172432       0.300617       0.501990       0.249611E-001
  754.818        3636.36       0.175072       0.300617       0.496944       0.273665E-001
  757.848        3636.36       0.173220       0.300617       0.498326       0.278367E-001
  760.879        3636.36       0.166667       0.300617       0.503909       0.288066E-001
  763.909        3636.36       0.160494       0.300617       0.510494       0.283951E-001
  766.939        3636.36       0.147737       0.300617       0.521605       0.300412E-001
  769.970        3636.36       0.131276       0.300617       0.534774       0.333333E-001
  773.000        3636.36       0.131276       0.300617       0.534774       0.333333E-001
  776.030        3636.36       0.131276       0.300617       0.534774       0.333333E-001
  779.061        3636.36       0.115638       0.284568       0.562757       0.370370E-001
  782.091        3636.36       0.115638       0.284568       0.562757       0.370370E-001
  785.121        3636.36       0.102881       0.256173       0.599383       0.415638E-001
  788.152        3636.36       0.102881       0.256173       0.599383       0.415638E-001
  791.182        3636.36       0.975309E-001  0.237654       0.621605       0.432099E-001
  794.212        3636.36       0.950617E-001  0.230247       0.625309       0.493827E-001
  797.242        3636.36       0.925926E-001  0.229012       0.632716       0.456790E-001
  800.273        3636.36       0.831249E-001  0.198277       0.665029       0.535690E-001
  803.303        3636.36       0.777211E-001  0.183097       0.682807       0.563752E-001
  806.333        3636.36       0.741262E-001  0.171981       0.696517       0.573759E-001
  809.364        3636.36       0.687243E-001  0.161111       0.711317       0.588477E-001
  812.394        3636.36       0.683541E-001  0.157170       0.714827       0.596489E-001
  815.424        3636.36       0.642457E-001  0.153008       0.718386       0.643605E-001
  818.455        3636.36       0.585607E-001  0.167704       0.703928       0.698066E-001
  821.485        3636.36       0.517100E-001  0.190623       0.677570       0.800975E-001
  824.515        3636.36       0.454765E-001  0.211432       0.654032       0.890587E-001
  827.545        3636.36       0.422439E-001  0.218338       0.646590       0.928286E-001
  830.576        3636.36       0.409828E-001  0.219063       0.646274       0.936800E-001
  833.606        3636.36       0.399741E-001  0.219338       0.646233       0.944542E-001
  836.636        3636.36       0.387503E-001  0.219850       0.646142       0.952571E-001
  839.667        3636.36       0.374954E-001  0.220177       0.646334       0.959933E-001
  842.697        3636.36       0.375432E-001  0.218497       0.647472       0.964873E-001
  845.727        3636.36       0.358432E-001  0.219332       0.647383       0.974419E-001
  848.758        3636.36       0.329218E-001  0.222428       0.646296       0.983539E-001
  851.788        3636.36       0.327862E-001  0.220408       0.647314       0.994916E-001
  854.818        3636.36       0.306928E-001  0.206663       0.669179       0.934650E-001
  857.848        3636.36       0.291131E-001  0.192311       0.689935       0.886410E-001
  860.879        3636.36       0.284884E-001  0.194564       0.689029       0.879183E-001
  863.909        3636.36       0.286500E-001  0.197773       0.684991       0.885863E-001
  866.939        3636.36       0.279835E-001  0.206790       0.677160       0.880658E-001
  869.970        3636.36       0.279826E-001  0.208585       0.675027       0.884051E-001
  873.000        3636.36       0.276956E-001  0.215143       0.669199       0.879632E-001
  876.030        3636.36       0.275720E-001  0.217490       0.667284       0.876543E-001
  879.061        3636.36       0.273146E-001  0.220982       0.663507       0.881963E-001
  882.091        3636.36       0.267490E-001  0.229012       0.656584       0.876543E-001
  885.121        3636.36       0.266266E-001  0.231872       0.653778       0.877236E-001
  888.152        3636.36       0.269196E-001  0.231003       0.654376       0.877013E-001
  891.182        3636.36       0.260977E-001  0.240527       0.646087       0.872876E-001
  894.212        3636.36       0.260396E-001  0.245157       0.641280       0.875238E-001
  897.242        3636.36       0.257714E-001  0.248578       0.638352       0.872986E-001
  900.273        3636.36       0.257029E-001  0.251582       0.635758       0.869577E-001
  903.303        3636.36       0.257034E-001  0.255554       0.631410       0.873331E-001
  906.333        3636.36       0.256992E-001  0.256076       0.630813       0.874121E-001
  909.364        3636.36       0.251029E-001  0.268930       0.619136       0.868313E-001
  912.394        3636.36       0.252139E-001  0.263938       0.623408       0.874402E-001
  915.424        3636.36       0.249909E-001  0.269047       0.618778       0.871837E-001
  918.455        3636.36       0.248730E-001  0.273573       0.614431       0.871231E-001
  921.485        3636.36       0.246914E-001  0.277984       0.610494       0.868313E-001
  924.515        3636.36       0.251029E-001  0.275926       0.611728       0.872428E-001
  927.545        3636.36       0.242798E-001  0.270988       0.615432       0.893004E-001
  930.576        3636.36       0.242798E-001  0.270988       0.615432       0.893004E-001
  933.606        3636.36       0.234568E-001  0.254115       0.629835       0.925926E-001
  936.636        3636.36       0.234568E-001  0.254115       0.629835       0.925926E-001
  939.667        3636.36       0.226337E-001  0.238477       0.642593       0.962963E-001
  942.697        3636.36       0.226337E-001  0.238477       0.642593       0.962963E-001
  945.727        3636.36       0.226337E-001  0.238477       0.642593       0.962963E-001
  948.758        3636.36       0.222222E-001  0.224074       0.653704       0.100000     
  951.788        3636.36       0.222222E-001  0.224074       0.653704       0.100000     
  954.818        3636.36       0.213992E-001  0.208848       0.666049       0.103704     
  957.848        3636.36       0.213992E-001  0.208848       0.666049       0.103704     
  960.879        3636.36       0.213992E-001  0.208848       0.666049       0.103704     
  963.909        3636.36       0.209877E-001  0.193210       0.677984       0.107819     
  966.939        3636.36       0.209877E-001  0.193210       0.677984       0.107819     
  969.970        3636.36       0.197531E-001  0.173045       0.699383       0.107819     
  973.000        3636.36       0.197531E-001  0.173045       0.699383       0.107819     
  673.000        3666.67                 NaN            NaN            NaN            NaN
  676.030        3666.67                 NaN            NaN            NaN            NaN
  679.061        3666.67                 NaN            NaN            NaN            NaN
  682.091        3666.67                 NaN            NaN            NaN            NaN
  685.121        3666.67                 NaN            NaN            NaN            NaN
  688.152        3666.67                 NaN            NaN            NaN            NaN
  691.182        3666.67                 NaN            NaN            NaN            NaN
  694.212        3666.67                 NaN            NaN            NaN            NaN
  697.242        3666.67                 NaN            NaN            NaN            NaN
  700.273        3666.67                 NaN            NaN            NaN            NaN
  703.303        3666.67                 NaN            NaN            NaN            NaN
  706.333        3666.67                 NaN            NaN            NaN            NaN
  709.364        3666.67                 NaN            NaN            NaN            NaN
  712.394        3666.67                 NaN            NaN            NaN            NaN
  715.424        3666.67       0.273457       0.300617       0.410494       0.154321E-001
  718.455        3666.67       0.273045       0.300617       0.410494       0.158436E-001
  721.485        3666.67       0.272222       0.300617       0.410494       0.166667E-001
  724.515        3666.67       0.271811       0.300617       0.410494       0.170782E-001
  727.545        3666.67       0.270988       0.300617       0.410494       0.179012E-001
  730.576        3666.67       0.270988       0.300617       0.410494       0.179012E-001
  733.606        3666.67       0.246708       0.300617       0.432716       0.199588E-001
  736.636        3666.67       0.246708       0.300617       0.432716       0.199588E-001
  739.667        3666.67       0.211523       0.300617       0.466049       0.218107E-001
  742.697        3666.67       0.211523       0.300617       0.466049       0.218107E-001
